Orthogroup	WB_id	WB_alias	seqname	N2	QX1410	NIC58
OG0006875	WBGene00000247	bec-1	T19E7.3	T19E7.3a.1	QX1410.19892	NIC58.11607
OG0006876	WBGene00044500	T19E7.6	T19E7.6	T19E7.6.1	QX1410.19893	NIC58.11608
OG0006877	WBGene00016955	perm-5	C55C3.5	C55C3.5.1	QX1410.19900	NIC58.11613
OG0006878	WBGene00016951	C55C3.1	C55C3.1	C55C3.1.1	QX1410.19901	NIC58.11614
OG0006879	WBGene00019263	H35B03.1	H35B03.1	H35B03.1.1	QX1410.19903	NIC58.11616
OG0006880	WBGene00019264	H35B03.2	H35B03.2	H35B03.2c.1	QX1410.19904	NIC58.11617
OG0006881	WBGene00016667	cpg-18	C45E5.4	C45E5.4.1	QX1410.19905	NIC58.11619
OG0006882	WBGene00016664	C45E5.1	C45E5.1	C45E5.1.1	QX1410.19906	NIC58.11620
OG0006883	WBGene00003636	nhr-46	C45E5.6	C45E5.6b.1	QX1410.19908	NIC58.11621
OG0006884	WBGene00016289	lntl-1	C31H1.6	C31H1.6a.1	QX1410.19912	NIC58.11624
OG0006885	WBGene00015680	egal-1	C10G6.1	C10G6.1a.1	QX1410.19916	NIC58.11626
OG0006886	WBGene00015541	C06E7.4	C06E7.4	C06E7.4a.1	QX1410.19922	NIC58.11629
OG0006887	WBGene00004973	spe-27	C06E7.6	C06E7.6.1	QX1410.19923	NIC58.11630
OG0006888	WBGene00189995	C06E7.88	C06E7.88	C06E7.88.1	QX1410.19924	NIC58.11631
OG0006889	WBGene00019154	glf-1	H04M03.4	H04M03.4.1	QX1410.19935	NIC58.11634
OG0006890	WBGene00019153	H04M03.3	H04M03.3	H04M03.3.1	QX1410.19936	NIC58.11636
OG0006891	WBGene00019156	H04M03.12	H04M03.12	H04M03.12a.1	QX1410.19937	NIC58.11637
OG0006892	NA	NA	NA	NA	QX1410.19938, QX1410.20850, QX1410.4221	NA
OG0006893	WBGene00019257	dhhc-13	H32C10.3	H32C10.3.1	QX1410.19940	NIC58.11638
OG0006894	WBGene00003019	lin-33	H32C10.2	H32C10.2a.1	QX1410.19942	NIC58.11639
OG0006895	WBGene00019255	H32C10.1	H32C10.1	H32C10.1a.1	QX1410.19943	NIC58.11640
OG0006896	WBGene00019296	mcu-1	K02B2.3	K02B2.3.1	QX1410.19944	NIC58.11641
OG0006897	WBGene00019295	pfkb-1.2	K02B2.1	K02B2.1.1	QX1410.19945	NIC58.11643
OG0006898	WBGene00002129	inx-7	K02B2.4	K02B2.4a.1	QX1410.19946	NIC58.11644
OG0006899	WBGene00004494	rps-25	K02B2.5	K02B2.5.1	QX1410.19947	NIC58.11645
OG0006900	WBGene00006780	unc-44	B0350.2	B0350.2f.1	QX1410.19948	NIC58.11646
OG0006901	WBGene00016722	C46G7.2	C46G7.2	C46G7.2.1	QX1410.19949	NIC58.11647
OG0006902	WBGene00016721	C46G7.1	C46G7.1	C46G7.1.1	QX1410.19950	NIC58.11648
OG0006903	WBGene00004112	pqn-22	C46G7.4	C46G7.4a.1	QX1410.19951	NIC58.11649
OG0006904	WBGene00019205	kcc-2	H16O14.1	H16O14.1d.1	QX1410.19952	NIC58.11650
OG0006905	WBGene00019514	cpg-20	K08B4.2	K08B4.2.1	QX1410.19954	NIC58.11652
OG0006906	WBGene00006974	zen-4	M03D4.1	M03D4.1d.1	QX1410.19960	NIC58.11658
OG0006907	WBGene00019751	M03D4.4	M03D4.4	M03D4.4a.1	QX1410.19961	NIC58.11659
OG0006908	WBGene00015701	C11D2.3	C11D2.3	C11D2.3.1	QX1410.19966	NIC58.11662
OG0006909	WBGene00015703	C11D2.7	C11D2.7	C11D2.7.1	QX1410.19967	NIC58.11663
OG0006910	WBGene00015702	C11D2.4	C11D2.4	C11D2.4.1	QX1410.19968	NIC58.11664
OG0006911	WBGene00009028	F21H7.2	F21H7.2	F21H7.2.2	QX1410.19973	NIC58.11667
OG0006912	WBGene00015700	asp-9	C11D2.2	C11D2.2.1	QX1410.19974	NIC58.11668
OG0006913	WBGene00016761	tkr-2	C49A9.7	C49A9.7.1	QX1410.19975	NIC58.11669
OG0006914	WBGene00016764	C49A9.10	C49A9.10	C49A9.10.1	QX1410.19976	NIC58.11670
OG0006915	WBGene00019060	acox-3	F58F9.7	F58F9.7.1	QX1410.19995	NIC58.11682
OG0006916	WBGene00003754	nlp-16	T13A10.5	T13A10.5a.1	QX1410.19996	NIC58.11683
OG0006917	WBGene00022235	sqd-1	Y73B6BL.6	Y73B6BL.6b.1	QX1410.20011	NIC58.11690
OG0006918	WBGene00003082	lsm-8	Y73B6BL.32	Y73B6BL.32.1	QX1410.20012	NIC58.11691
OG0006919	WBGene00003237	mif-4	Y73B6BL.13	Y73B6BL.13.1	QX1410.20015	NIC58.11693
OG0006920	WBGene00022233	ipla-6	Y73B6BL.4	Y73B6BL.4.1	QX1410.20016	NIC58.11694
OG0006921	WBGene00045250	Y73B6BL.47	Y73B6BL.47	Y73B6BL.47.1	QX1410.20018	NIC58.11697
OG0006922	WBGene00004881	smg-3	Y73B6BL.18	Y73B6BL.18b.1	QX1410.20019	NIC58.11698
OG0006923	WBGene00022253	hrpf-2	Y73B6BL.33	Y73B6BL.33a.1	QX1410.20020	NIC58.11699
OG0006924	WBGene00000256	bli-6	Y73B6BL.34	Y73B6BL.34.1	QX1410.20021	NIC58.11700
OG0006925	WBGene00022240	shl-1	Y73B6BL.19	Y73B6BL.19.1	QX1410.20022	NIC58.11701
OG0006926	WBGene00022242	sfrp-1	Y73B6BL.21	Y73B6BL.21a.1	QX1410.20023	NIC58.11702
OG0006927	WBGene00022254	nlp-71	Y73B6BL.35	Y73B6BL.35a.1	QX1410.20028	NIC58.11706
OG0006928	WBGene00022232	exos-2	Y73B6BL.3	Y73B6BL.3.1	QX1410.20029	NIC58.11707
OG0006929	WBGene00022245	acp-6	Y73B6BL.24	Y73B6BL.24.1	QX1410.20030	NIC58.11708
OG0006930	WBGene00022246	acp-7	Y73B6BL.25	Y73B6BL.25.1	QX1410.20031	NIC58.11709
OG0006931	WBGene00043067	dlc-5	Y73B6BL.43	Y73B6BL.43.1	QX1410.20032	NIC58.11710
OG0006932	WBGene00022252	Y73B6BL.31	Y73B6BL.31	Y73B6BL.31a.1	QX1410.20035	NIC58.11712
OG0006933	WBGene00043066	acr-25	Y73B6BL.42	Y73B6BL.42.1	QX1410.20037	NIC58.11715
OG0006934	WBGene00022255	tmed-13	Y73B6BL.36	Y73B6BL.36.1	QX1410.20041	NIC58.11716
OG0006935	WBGene00022248	Y73B6BL.27	Y73B6BL.27	Y73B6BL.27.1	QX1410.20042	NIC58.11717
OG0006936	WBGene00022231	tyr-6	Y73B6BL.1	Y73B6BL.1.1	QX1410.20043	NIC58.11718
OG0006937	WBGene00044350	Y73B6BL.44	Y73B6BL.44	Y73B6BL.44.1	QX1410.20045	NIC58.11720
OG0006938	WBGene00004169	pqn-89	Y73B6BR.1	Y73B6BR.1a.1	QX1410.20046	NIC58.11721
OG0006939	WBGene00015309	C01G5.7	C01G5.7	C01G5.7b.1	QX1410.20047	NIC58.11722
OG0006940	WBGene00015308	ddi-1	C01G5.6	C01G5.6.1	QX1410.20049	NIC58.11723
OG0006941	WBGene00235291	C01G5.25	C01G5.25	C01G5.25.1	QX1410.20051	NIC58.11725
OG0006942	WBGene00015310	fan-1	C01G5.8	C01G5.8a.1	QX1410.20052	NIC58.11726
OG0006943	WBGene00016610	paqr-1	C43G2.1	C43G2.1c.1	QX1410.20053	NIC58.11727
OG0006944	WBGene00013452	Y67A10A.3	Y67A10A.3	Y67A10A.3a.1	QX1410.20056	NIC58.11729
OG0006945	WBGene00016613	best-9	C43G2.4	C43G2.4.2	QX1410.20059	NIC58.11730
OG0006946	WBGene00016611	bicd-1	C43G2.2	C43G2.2a.1	QX1410.20061	NIC58.11732
OG0006947	WBGene00018160	odr-8	F38A5.1	F38A5.1a.1	QX1410.20064	NIC58.11733
OG0006948	WBGene00018161	F38A5.2	F38A5.2	F38A5.2a.1	QX1410.20065	NIC58.11734
OG0006949	WBGene00001029	dnj-11	F38A5.13	F38A5.13.1	QX1410.20066	NIC58.11735
OG0006950	WBGene00002274	lec-11	F38A5.3	F38A5.3a.1	QX1410.20067	NIC58.11736
OG0006951	WBGene00018168	irld-7	F38A5.11	F38A5.11.1	QX1410.20071	NIC58.11740
OG0006952	WBGene00017480	nstp-2	F15B10.1	F15B10.1a.1	QX1410.20074	NIC58.11746
OG0006953	WBGene00015278	C01B10.3	C01B10.3	C01B10.3.1	QX1410.20078	NIC58.11748
OG0006954	WBGene00015283	C01B10.9	C01B10.9	C01B10.9.1	QX1410.20088	NIC58.11750
OG0006955	WBGene00015282	C01B10.8	C01B10.8	C01B10.8.1	QX1410.20089	NIC58.11751
OG0006956	WBGene00015280	C01B10.6	C01B10.6	C01B10.6a.1	QX1410.20091	NIC58.11752
OG0006957	WBGene00044294	C01B10.11	C01B10.11	C01B10.11.1	QX1410.20093	NIC58.11753
OG0006958	WBGene00004885	smg-7	Y73B6A.4	Y73B6A.4.1	QX1410.20094	NIC58.11754
OG0006959	WBGene00003030	lin-45	Y73B6A.5	Y73B6A.5b.1	QX1410.20095	NIC58.11755
OG0006960	WBGene00019259	H34C03.2	H34C03.2	H34C03.2b.1	QX1410.20096	NIC58.11756
OG0006961	WBGene00004954	spd-3	H34C03.1	H34C03.1.1	QX1410.20097	NIC58.11757
OG0006962	WBGene00015938	anat-1	C17H12.13	C17H12.13a.1	QX1410.20098	NIC58.11758
OG0006963	WBGene00015927	dyci-1	C17H12.1	C17H12.1a.1	QX1410.20103	NIC58.11760
OG0006964	WBGene00015937	C17H12.12	C17H12.12	C17H12.12.1	QX1410.20107	NIC58.2872
OG0006965	WBGene00015936	C17H12.11	C17H12.11	C17H12.11.2	QX1410.20110	NIC58.11768
OG0006966	WBGene00236786	C17H12.37	C17H12.37	C17H12.37.1	QX1410.20111	NIC58.11769
OG0006967	WBGene00015935	C17H12.10	C17H12.10	C17H12.10.1	QX1410.20112	NIC58.11770
OG0006968	WBGene00015934	ceh-48	C17H12.9	C17H12.9.1	QX1410.20113	NIC58.11771
OG0006969	WBGene00019214, WBGene00019215	H20E11.2, H20E11.3	H20E11.2, H20E11.3	H20E11.2.1, H20E11.3.1	QX1410.20116	NA
OG0006970	WBGene00019213	H20E11.1	H20E11.1	H20E11.1a.1	QX1410.20118	NIC58.11773
OG0006971	WBGene00003043	lip-1	C05B10.1	C05B10.1b.1	QX1410.20119	NIC58.11774
OG0006972	WBGene00020069	R13H7.2	R13H7.2	R13H7.2i.1	QX1410.20120	NIC58.11775
OG0006973	WBGene00006608	tre-2	T05A12.2	T05A12.2a.1	QX1410.20124	NIC58.11777
OG0006974	WBGene00020234	T05A12.3	T05A12.3	T05A12.3.1	QX1410.20125	NIC58.11779
OG0006975	WBGene00020235	T05A12.4	T05A12.4	T05A12.4.1	QX1410.20126	NIC58.11778
OG0006976	WBGene00195050	T22D1.17	T22D1.17	T22D1.17a.1	QX1410.20130	NIC58.11781
OG0006977	WBGene00004458	rpn-1	T22D1.9	T22D1.9.1	QX1410.20131	NIC58.11782
OG0006978	WBGene00020683	ribo-1	T22D1.4	T22D1.4.1	QX1410.20132	NIC58.11783
OG0006979	WBGene00020682	T22D1.3	T22D1.3	T22D1.3a.1	QX1410.20133	NIC58.11784
OG0006980	WBGene00020687	ruvb-2	T22D1.10	T22D1.10.1	QX1410.20134	NIC58.11788
OG0006981	WBGene00044469	clec-173	T26C12.6	T26C12.6.1	QX1410.20150	NIC58.11794
OG0006982	NA	NA	NA	NA	QX1410.20154, QX1410.3832	NIC58.12918
OG0006983	WBGene00015202	B0478.3	B0478.3	B0478.3.1	QX1410.20160	NIC58.11801
OG0006984	WBGene00002178	jnk-1	B0478.1	B0478.1a.1	QX1410.20161	NIC58.11802
OG0006985	WBGene00020689	npr-12	T22D1.12	T22D1.12b.1	QX1410.20164	NIC58.11803
OG0006986	WBGene00022727	prkl-1	ZK381.5	ZK381.5a.1	QX1410.20173	NIC58.11809
OG0006987	WBGene00015552	C06G3.6	C06G3.6	C06G3.6.2	QX1410.20176	NIC58.11811
OG0006988	WBGene00006572	tin-9.1	C06G3.11	C06G3.11.1	QX1410.20179	NIC58.11813
OG0006989	WBGene00003695	nhr-105	C06G3.1	C06G3.1a.1	QX1410.20180	NIC58.11816
OG0006990	WBGene00005205	srg-48	Y43B11AR.5	Y43B11AR.5.1	QX1410.20184	NIC58.11820
OG0006991	WBGene00021543	Y43B11AR.1	Y43B11AR.1	Y43B11AR.1.1	QX1410.20187	NIC58.11823
OG0006992	WBGene00021544	Y43B11AR.3	Y43B11AR.3	Y43B11AR.3.1	QX1410.20188	NIC58.11824
OG0006993	WBGene00004473	rps-4	Y43B11AR.4	Y43B11AR.4.1	QX1410.20189	NIC58.11825
OG0006994	WBGene00000942	deb-1	ZC477.9	ZC477.9d.1	QX1410.20191	NIC58.11826
OG0006995	WBGene00022620	rde-8	ZC477.5	ZC477.5.1	QX1410.20193	NIC58.11827
OG0006996	WBGene00022618	ZC477.3	ZC477.3	ZC477.3a.1	QX1410.20194	NIC58.11828
OG0006997	WBGene00003527	nas-8	C34D4.9	C34D4.9.1	QX1410.20197	NIC58.11831
OG0006998	WBGene00016403	grsp-3	C34D4.11	C34D4.11a.1	QX1410.20202	NIC58.11834
OG0006999	WBGene00000888	cyn-12	C34D4.12	C34D4.12a.1	QX1410.20203	NIC58.11835
OG0007000	WBGene00016404	mutd-1	C34D4.13	C34D4.13.1	QX1410.20204	NIC58.11836
OG0007001	WBGene00016405	hecd-1	C34D4.14	C34D4.14f.1	QX1410.20205	NIC58.11837
OG0007002	WBGene00016400	C34D4.4	C34D4.4	C34D4.4.1	QX1410.20207	NIC58.11838
OG0007003	WBGene00000687	col-113	C34D4.15	C34D4.15a.1	QX1410.20208	NIC58.11839
OG0007004	WBGene00016397	maph-9	C34D4.1	C34D4.1.1	QX1410.20209	NIC58.11840
OG0007005	WBGene00206380	C42D4.18	C42D4.18	C42D4.18.1	QX1410.20217	NIC58.11843
OG0007006	WBGene00006069	str-1	C42D4.5	C42D4.5.1	QX1410.20221	NIC58.11847
OG0007007	WBGene00016598	C42D4.13	C42D4.13	C42D4.13a.1	QX1410.20228	NIC58.11854
OG0007008	WBGene00016594	C42D4.1	C42D4.1	C42D4.1.1	QX1410.20229	NIC58.11855
OG0007009	WBGene00020043	R13A1.5	R13A1.5	R13A1.5.1	QX1410.20230	NIC58.11856
OG0007010	WBGene00020046	best-16	R13A1.9	R13A1.9.1	QX1410.20231	NIC58.11857
OG0007011	WBGene00006748	unc-8	R13A1.4	R13A1.4c.1	QX1410.20232	NIC58.11858
OG0007012	WBGene00006504	kcc-1	R13A1.2	R13A1.2c.1	QX1410.20233	NIC58.11859
OG0007013	WBGene00020045	glb-23	R13A1.8	R13A1.8.1	QX1410.20234	NIC58.11860
OG0007014	WBGene00044504	R13A1.10	R13A1.10	R13A1.10.1	QX1410.20235	NIC58.11861
OG0007015	WBGene00017053	D2024.5	D2024.5	D2024.5a.1	QX1410.20236	NIC58.11862
OG0007016	WBGene00001241	elo-3	D2024.3	D2024.3.1	QX1410.20240	NIC58.11865
OG0007017	WBGene00017054	gstk-2	D2024.7	D2024.7.2	QX1410.20241	NIC58.11866
OG0007018	WBGene00017051	afmd-1	D2024.2	D2024.2.1	QX1410.20242	NIC58.11867
OG0007019	WBGene00000688	col-114	D2024.8	D2024.8.1	QX1410.20243	NIC58.11868
OG0007020	WBGene00015536	glb-2	C06E4.7	C06E4.7.1	QX1410.20250	NIC58.11873
OG0007021	WBGene00015531	C06E4.2	C06E4.2	C06E4.2b.1	QX1410.20251	NIC58.11874
OG0007022	WBGene00018344	npr-27	F42C5.2	F42C5.2.1	QX1410.20258	NIC58.11877
OG0007023	WBGene00018348	F42C5.6	F42C5.6	F42C5.6.1	QX1410.20259	NIC58.11878
OG0007024	WBGene00001713	grl-4	F42C5.7	F42C5.7.1	QX1410.20260	NIC58.11879
OG0007025	WBGene00004477	rps-8	F42C5.8	F42C5.8a.1	QX1410.20261	NIC58.11880
OG0007026	WBGene00018349	F42C5.9	F42C5.9	F42C5.9.1	QX1410.20262	NIC58.11881
OG0007027	WBGene00018350	ifo-1	F42C5.10	F42C5.10.1	QX1410.20263	NIC58.11882
OG0007028	WBGene00021495	sqst-2	Y40C5A.1	Y40C5A.1.1	QX1410.20264	NIC58.11883
OG0007029	WBGene00003841	ocr-4	Y40C5A.2	Y40C5A.2.1	QX1410.20265	NIC58.11884
OG0007030	WBGene00021496	daf-42	Y40C5A.3	Y40C5A.3m.1	QX1410.20272	NIC58.11912
OG0007031	WBGene00021497	Y40C5A.4	Y40C5A.4	Y40C5A.4b.2	QX1410.20273	NIC58.11911
OG0007032	WBGene00020446	T12B3.3	T12B3.3	T12B3.3.1	QX1410.20274	NIC58.11910
OG0007033	WBGene00020444	T12B3.1	T12B3.1	T12B3.1.1	QX1410.20276	NIC58.11907
OG0007034	WBGene00020447	mob-3	T12B3.4	T12B3.4a.1	QX1410.20277	NIC58.11906
OG0007035	WBGene00001187	egl-19	C48A7.1	C48A7.1b.1	QX1410.20280	NIC58.11904
OG0007036	WBGene00015215	B0496.6	B0496.6	B0496.6.1	QX1410.20281	NIC58.11903
OG0007037	WBGene00015214	srtx-1	B0496.5	B0496.5.1	QX1410.20282	NIC58.11902
OG0007038	WBGene00006814	unc-82	B0496.3	B0496.3e.1	QX1410.20283	NIC58.11901
OG0007039	WBGene00015216	valv-1	B0496.7	B0496.7.1	QX1410.20284	NIC58.11900
OG0007040	WBGene00015217	tes-1	B0496.8	B0496.8.1	QX1410.20286	NIC58.11898
OG0007041	WBGene00017416	F13B6.1	F13B6.1	F13B6.1.1	QX1410.20287	NIC58.11897
OG0007042	WBGene00017417	F13B6.2	F13B6.2	F13B6.2.1	QX1410.20288	NIC58.11896
OG0007043	WBGene00017418	F13B6.3	F13B6.3	F13B6.3.1	QX1410.20290	NIC58.11894
OG0007044	WBGene00018903	F55G1.7	F55G1.7	F55G1.7a.1	QX1410.20291	NIC58.11893
OG0007045	WBGene00018901	slc-25A18.2	F55G1.5	F55G1.5.1	QX1410.20293	NIC58.11892
OG0007046	WBGene00018904	pycr-4	F55G1.9	F55G1.9.1	QX1410.20294	NIC58.11891
OG0007047	WBGene00018899	F55G1.1	F55G1.1	F55G1.1.1	QX1410.20303	NIC58.11919
OG0007048	WBGene00018906	egas-4	F55G1.13	F55G1.13.1	QX1410.20304	NIC58.11920
OG0007049	WBGene00018907	F55G1.15	F55G1.15	F55G1.15.1	QX1410.20305	NIC58.11921
OG0007050	WBGene00001624	glt-6	R05G6.6	R05G6.6.1	QX1410.20306	NIC58.11922
OG0007051	WBGene00019900	vdac-1	R05G6.7	R05G6.7.1	QX1410.20307	NIC58.11923
OG0007052	WBGene00019899	R05G6.5	R05G6.5	R05G6.5.1	QX1410.20308	NIC58.11924
OG0007053	WBGene00004039	plc-4	R05G6.8	R05G6.8.1	QX1410.20309	NIC58.11925
OG0007054	WBGene00019898	R05G6.4	R05G6.4	R05G6.4.1	QX1410.20310	NIC58.11926
OG0007055	WBGene00019901	R05G6.9	R05G6.9	R05G6.9.1	QX1410.20311	NIC58.11927
OG0007056	WBGene00019902	R05G6.10	R05G6.10	R05G6.10c.1	QX1410.20312	NIC58.11928
OG0007057	WBGene00019896	R05G6.1	R05G6.1	R05G6.1.1	QX1410.20313	NIC58.11929
OG0007058	WBGene00003914	pam-1	F49E8.3	F49E8.3b.1	QX1410.20314	NIC58.11930
OG0007059	WBGene00000392	cdd-2	F49E8.4	F49E8.4.1	QX1410.20315	NIC58.11931
OG0007060	WBGene00018636	oef-1	F49E8.2	F49E8.2a.1	QX1410.20316	NIC58.11932
OG0007061	WBGene00000996	dif-1	F49E8.5	F49E8.5.2	QX1410.20317	NIC58.11933
OG0007062	WBGene00018638	F49E8.7	F49E8.7	F49E8.7a.1	QX1410.20318	NIC58.11934
OG0007063	WBGene00018635	nprl-2	F49E8.1	F49E8.1b.1	QX1410.20319	NIC58.11935
OG0007064	WBGene00002074	ima-3	F32E10.4	F32E10.4.1	QX1410.20320	NIC58.11936
OG0007065	WBGene00017995	F32E10.8	F32E10.8	F32E10.8.1	QX1410.20321	NIC58.11937
OG0007066	WBGene00017991	clec-180	F32E10.3	F32E10.3b.1	QX1410.20322	NIC58.11938
OG0007067	WBGene00017992	F32E10.5	F32E10.5	F32E10.5.1	QX1410.20323	NIC58.11939
OG0007068	WBGene00017990	cec-4	F32E10.2	F32E10.2.2	QX1410.20324	NIC58.11940
OG0007069	WBGene00017989	nol-10	F32E10.1	F32E10.1.1	QX1410.20326	NIC58.11941
OG0007070	NA	NA	NA	NA	QX1410.20330, QX1410.20331, QX1410.20332	NA
OG0007071	WBGene00018468	cla-1	F45E4.3	F45E4.3a.1	QX1410.20329	NIC58.11942
OG0007072	WBGene00018470	F45E4.5	F45E4.5	F45E4.5b.1	QX1410.20333	NIC58.11943
OG0007073	WBGene00018471	F45E4.6	F45E4.6	F45E4.6.1	QX1410.20334	NIC58.11944
OG0007074	WBGene00000190	warf-1	F45E4.1	F45E4.1.1	QX1410.20336	NIC58.11946
OG0007075	WBGene00018472	nep-16	F45E4.7	F45E4.7a.1	QX1410.20337	NIC58.11947
OG0007076	WBGene00003758	nlp-20	F45E4.8	F45E4.8.1	QX1410.20338	NIC58.11949
OG0007077	WBGene00001975	hmg-5	F45E4.9	F45E4.9.1	QX1410.20340	NIC58.11950
OG0007078	WBGene00001584	nrde-4	F45E4.10	F45E4.10b.1	QX1410.20341	NIC58.11951
OG0007079	WBGene00018473	cima-1	F45E4.11	F45E4.11.1	QX1410.20342	NIC58.11952
OG0007080	WBGene00015619	C08G9.1	C08G9.1	C08G9.1.1	QX1410.20345	NIC58.11953
OG0007081	WBGene00015620	C08G9.2	C08G9.2	C08G9.2.1	QX1410.20346	NIC58.11954
OG0007082	WBGene00002173	itr-1	F33D4.2	F33D4.2a.1	QX1410.20347	NIC58.11955
OG0007083	WBGene00001456	flp-13	F33D4.3	F33D4.3.1	QX1410.20348	NIC58.11956
OG0007084	WBGene00017996	F33D4.4	F33D4.4	F33D4.4.1	QX1410.20349	NIC58.11957
OG0007085	WBGene00017997	mrpl-1	F33D4.5	F33D4.5.2	QX1410.20350	NIC58.11958
OG0007086	WBGene00017999	emc-6	F33D4.7	F33D4.7.1	QX1410.20351	NIC58.11959
OG0007087	WBGene00023487	mrps-24	F33D4.8	F33D4.8.1	QX1410.20352	NIC58.11960
OG0007088	WBGene00003607	nhr-8	F33D4.1	F33D4.1a.1	QX1410.20353	NIC58.11961
OG0007089	WBGene00017998	F33D4.6	F33D4.6	F33D4.6c.1	QX1410.20354	NIC58.11962
OG0007090	WBGene00008759	F13E9.10	F13E9.10	F13E9.10.1	QX1410.20355	NIC58.11963
OG0007091	WBGene00045207	F13E9.14	F13E9.14	F13E9.14.1	QX1410.20358	NIC58.11965
OG0007092	WBGene00008757	F13E9.8	F13E9.8	F13E9.8.1	QX1410.20359	NIC58.11966
OG0007093	WBGene00008753	F13E9.4	F13E9.4	F13E9.4.1	QX1410.20360	NIC58.11967
OG0007094	WBGene00008758	F13E9.9	F13E9.9	F13E9.9a.1	QX1410.20361	NIC58.11968
OG0007095	WBGene00014006	ZK596.1	ZK596.1	ZK596.1.1	QX1410.20364	NIC58.11971
OG0007096	WBGene00014008	ZK596.3	ZK596.3	ZK596.3.1	QX1410.20365	NIC58.11972
OG0007097	WBGene00014002	ZK593.2	ZK593.2	ZK593.2a.1	QX1410.20367	NIC58.11974
OG0007098	WBGene00014003	ZK593.3	ZK593.3	ZK593.3.2	QX1410.20368	NIC58.11975
OG0007099	WBGene00004319	rbr-2	ZK593.4	ZK593.4a.1	QX1410.20369	NIC58.11976
OG0007100	WBGene00001017	dnc-1	ZK593.5	ZK593.5b.1	QX1410.20370	NIC58.11977
OG0007101	WBGene00003081	lsm-7	ZK593.7	ZK593.7.1	QX1410.20371	NIC58.11978
OG0007102	WBGene00002981	lgg-2	ZK593.6	ZK593.6a.1	QX1410.20372	NIC58.11979
OG0007103	WBGene00014004	fic-1	ZK593.8	ZK593.8.1	QX1410.20373	NIC58.11980
OG0007104	WBGene00013477	Y69E1A.5	Y69E1A.5	Y69E1A.5.1	QX1410.20374	NIC58.11981
OG0007105	WBGene00005531	sri-19	Y69E1A.6	Y69E1A.6a.1	QX1410.20375	NIC58.11982
OG0007106	WBGene00000171	aqp-3	Y69E1A.7	Y69E1A.7a.1	QX1410.20376	NIC58.11983
OG0007107	WBGene00013478	Y69E1A.8	Y69E1A.8	Y69E1A.8.1	QX1410.20377	NIC58.11984
OG0007108	WBGene00008776	F13H10.5	F13H10.5	F13H10.5.1	QX1410.20381	NIC58.11987
OG0007109	WBGene00045056	F13H10.9	F13H10.9	F13H10.9.1	QX1410.20382	NIC58.11988
OG0007110	WBGene00008773	F13H10.1	F13H10.1	F13H10.1.1	QX1410.20385	NIC58.11989
OG0007111	WBGene00008777	F13H10.6	F13H10.6	F13H10.6a.1	QX1410.20388	NIC58.11990
OG0007112	WBGene00003586	ndx-9	F13H10.2	F13H10.2a.1	QX1410.20389	NIC58.11991
OG0007113	WBGene00008774	F13H10.3	F13H10.3	F13H10.3b.1	QX1410.20390	NIC58.11992
OG0007114	WBGene00008775	mogs-1	F13H10.4	F13H10.4a.1	QX1410.20391	NIC58.11993
OG0007115	WBGene00044784	F13H10.8	F13H10.8	F13H10.8a.1	QX1410.20392	NIC58.11994
OG0007116	WBGene00000109	alh-3	F36H1.6	F36H1.6.1	QX1410.20393	NIC58.11995
OG0007117	WBGene00012540	Y37A1B.7	Y37A1B.7	Y37A1B.7.1	QX1410.20394	NIC58.11996
OG0007118	WBGene00009493	hrg-4	F36H1.5	F36H1.5c.1	QX1410.20396	NIC58.11997
OG0007119	WBGene00009495	hrg-6	F36H1.10	F36H1.10a.1	QX1410.20397	NIC58.11998
OG0007120	WBGene00001426	fkb-1	F36H1.1	F36H1.1a.1	QX1410.20398	NIC58.11999
OG0007121	WBGene00006490	kdin-1	F36H1.2	F36H1.2e.1	QX1410.20399	NIC58.12000
OG0007122	WBGene00009496	F36H1.11	F36H1.11	F36H1.11.1	QX1410.20400	NIC58.12001
OG0007123	WBGene00009497	F36H1.12	F36H1.12	F36H1.12.1	QX1410.20401	NIC58.12002
OG0007124	WBGene00002992	lin-3	F36H1.4	F36H1.4f.1	QX1410.20402	NIC58.12003
OG0007125	WBGene00012382	ttr-16	Y5F2A.1	Y5F2A.1.1	QX1410.20404	NIC58.12004
OG0007126	WBGene00012383	ttr-17	Y5F2A.2	Y5F2A.2.1	QX1410.20405	NIC58.12005
OG0007127	WBGene00012385	Y5F2A.4	Y5F2A.4	Y5F2A.4.1	QX1410.20407	NIC58.12006
OG0007128	WBGene00000246	bcc-1	M7.3	M7.3.1	QX1410.20410	NIC58.12008
OG0007129	WBGene00010883	M7.7	M7.7	M7.7.1	QX1410.20411	NIC58.12009
OG0007130	WBGene00010884	M7.8	M7.8	M7.8.1	QX1410.20412	NIC58.12011
OG0007131	WBGene00010887	M7.12	M7.12	M7.12.1	QX1410.20413	NIC58.12012
OG0007132	WBGene00010885	M7.9	M7.9	M7.9.1	QX1410.20415	NIC58.12014
OG0007133	WBGene00011482	pigk-1	T05E11.6	T05E11.6.1	QX1410.20418	NIC58.12015
OG0007134	WBGene00004474	rps-5	T05E11.1	T05E11.1.1	QX1410.20419	NIC58.12016
OG0007135	WBGene00011479	T05E11.2	T05E11.2	T05E11.2b.1	QX1410.20420	NIC58.12017
OG0007136	WBGene00011481	imp-2	T05E11.5	T05E11.5.1	QX1410.20421	NIC58.12018
